EmployeeID,FirstName,LastName,Department,Cluster,Age,Salary,JobSatisfaction,PerformanceScore
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,5.0,3.0
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,5.0,3.5
47A0-559B,Ermentrude,Berrie,Technology,2,39,293132,3.0,4.0
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,5.0,5.0
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,4.0,2.5
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,5.0,4.5
47A0-559B,Ermentrude,Berrie,Technology,2,39,293132,1.0,3.0
47A0-559B,Ermentrude,Berrie,Technology,0,39,293132,4.0,5.0
47A0-559B,Ermentrude,Berrie,Technology,2,39,293132,4.0,3.0
42CC-040A,Stace,Savege,Human Resources,3,29,49606,3.0,2.5
42CC-040A,Stace,Savege,Human Resources,3,29,49606,2.0,3.5
42CC-040A,Stace,Savege,Human Resources,1,29,49606,3.0,3.5
42CC-040A,Stace,Savege,Human Resources,3,29,49606,3.0,3.5
42CC-040A,Stace,Savege,Human Resources,1,29,49606,5.0,3.5
42CC-040A,Stace,Savege,Human Resources,1,29,49606,5.0,5.0
42CC-040A,Stace,Savege,Human Resources,1,29,49606,4.0,4.0
42CC-040A,Stace,Savege,Human Resources,1,29,49606,4.0,2.5
42CC-040A,Stace,Savege,Human Resources,3,29,49606,2.0,2.5
C219-6C2E,Clerkclaude,Hinkins,Sales,0,34,133468,4.0,4.0
C219-6C2E,Clerkclaude,Hinkins,Sales,0,34,133468,5.0,4.5
C219-6C2E,Clerkclaude,Hinkins,Sales,2,34,133468,4.0,5.0
C219-6C2E,Clerkclaude,Hinkins,Sales,0,34,133468,4.0,3.0
C219-6C2E,Clerkclaude,Hinkins,Sales,0,34,133468,5.0,4.0
C219-6C2E,Clerkclaude,Hinkins,Sales,0,34,133468,5.0,4.5
C219-6C2E,Clerkclaude,Hinkins,Sales,2,34,133468,2.0,2.5
C219-6C2E,Clerkclaude,Hinkins,Sales,2,34,133468,2.0,5.0
C219-6C2E,Clerkclaude,Hinkins,Sales,2,34,133468,3.0,2.5
D906-B674,Uta,Melmar,Technology,2,42,259284,3.0,4.5
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,4.0
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,3.5
D906-B674,Uta,Melmar,Technology,0,42,259284,3.0,4.0
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,5.0
D906-B674,Uta,Melmar,Technology,0,42,259284,3.0,5.0
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,4.5
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,4.5
D906-B674,Uta,Melmar,Technology,0,42,259284,5.0,4.0
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,2.0,4.5
3C7D-86ED,Joyan,Brason,Sales,0,40,104426,5.0,2.5
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,2.0,2.5
3C7D-86ED,Joyan,Brason,Sales,0,40,104426,5.0,3.0
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,2.0,2.5
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,3.0,4.5
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,2.0,5.0
3C7D-86ED,Joyan,Brason,Sales,0,40,104426,5.0,4.0
3C7D-86ED,Joyan,Brason,Sales,2,40,104426,2.0,4.0
3D71-8DC2,Alix,Blazejewski,Sales,2,38,147098,2.0,5.0
3D71-8DC2,Alix,Blazejewski,Sales,2,38,147098,2.0,2.5
3D71-8DC2,Alix,Blazejewski,Sales,2,38,147098,2.0,4.0
3D71-8DC2,Alix,Blazejewski,Sales,0,38,147098,4.0,4.0
3D71-8DC2,Alix,Blazejewski,Sales,0,38,147098,5.0,3.5
3D71-8DC2,Alix,Blazejewski,Sales,0,38,147098,5.0,3.5
3D71-8DC2,Alix,Blazejewski,Sales,2,38,147098,2.0,4.0
3D71-8DC2,Alix,Blazejewski,Sales,2,38,147098,3.0,5.0
3D71-8DC2,Alix,Blazejewski,Sales,0,38,147098,4.0,3.0
5476-CA0D,Kayley,Snoad,Technology,3,31,69747,4.0,2.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,5.0,2.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,3.0,3.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,5.0,2.5
5476-CA0D,Kayley,Snoad,Technology,3,31,69747,4.0,2.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,3.0,5.0
5476-CA0D,Kayley,Snoad,Technology,3,31,69747,2.0,2.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,4.0,4.5
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,4.0,3.0
5476-CA0D,Kayley,Snoad,Technology,1,31,69747,4.0,4.5
73CF-4956,Hannis,Waslin,Technology,0,32,102022,4.0,3.0
73CF-4956,Hannis,Waslin,Technology,0,32,102022,5.0,5.0
73CF-4956,Hannis,Waslin,Technology,0,32,102022,5.0,2.5
73CF-4956,Hannis,Waslin,Technology,0,32,102022,5.0,4.5
73CF-4956,Hannis,Waslin,Technology,2,32,102022,3.0,2.5
73CF-4956,Hannis,Waslin,Technology,2,32,102022,3.0,5.0
73CF-4956,Hannis,Waslin,Technology,0,32,102022,5.0,4.0
73CF-4956,Hannis,Waslin,Technology,0,32,102022,4.0,5.0
73CF-4956,Hannis,Waslin,Technology,0,32,102022,4.0,3.0
277A-A6FA,Annabela,Pablos,Technology,2,35,272175,2.0,5.0
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,4.0,3.0
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,4.0,4.0
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,4.0,5.0
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,4.0,4.5
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,4.0,3.0
277A-A6FA,Annabela,Pablos,Technology,2,35,272175,3.0,4.0
277A-A6FA,Annabela,Pablos,Technology,0,35,272175,3.0,2.5
8BAB-B4A6,Torey,Abram,Sales,2,38,340229,2.0,4.5
8BAB-B4A6,Torey,Abram,Sales,0,38,340229,4.0,3.0
8BAB-B4A6,Torey,Abram,Sales,0,38,340229,5.0,4.5
8BAB-B4A6,Torey,Abram,Sales,0,38,340229,4.0,4.5
8BAB-B4A6,Torey,Abram,Sales,2,38,340229,2.0,3.0
8BAB-B4A6,Torey,Abram,Sales,2,38,340229,2.0,4.0
8BAB-B4A6,Torey,Abram,Sales,2,38,340229,3.0,3.5
8BAB-B4A6,Torey,Abram,Sales,0,38,340229,5.0,2.5
111D-E5EF,Edna,Alison,Technology,0,37,48395,5.0,4.5
111D-E5EF,Edna,Alison,Technology,0,37,48395,4.0,4.5
111D-E5EF,Edna,Alison,Technology,0,37,48395,4.0,3.0
111D-E5EF,Edna,Alison,Technology,0,37,48395,5.0,5.0
111D-E5EF,Edna,Alison,Technology,0,37,48395,4.0,4.0
111D-E5EF,Edna,Alison,Technology,2,37,48395,2.0,4.0
111D-E5EF,Edna,Alison,Technology,2,37,48395,2.0,2.5
111D-E5EF,Edna,Alison,Technology,0,37,48395,3.0,3.0
97F4-0B14,Vernen,Powner,Technology,2,33,97126,3.0,4.5
97F4-0B14,Vernen,Powner,Technology,2,33,97126,2.0,3.5
97F4-0B14,Vernen,Powner,Technology,0,33,97126,5.0,5.0
97F4-0B14,Vernen,Powner,Technology,0,33,97126,5.0,4.5
97F4-0B14,Vernen,Powner,Technology,2,33,97126,2.0,4.0
97F4-0B14,Vernen,Powner,Technology,0,33,97126,5.0,3.5
97F4-0B14,Vernen,Powner,Technology,0,33,97126,3.0,4.0
97F4-0B14,Vernen,Powner,Technology,2,33,97126,2.0,2.5
5C03-1009,Willetta,Lurriman,Technology,2,42,316208,2.0,4.5
5C03-1009,Willetta,Lurriman,Technology,0,42,316208,5.0,3.0
5C03-1009,Willetta,Lurriman,Technology,0,42,316208,4.0,4.0
5C03-1009,Willetta,Lurriman,Technology,0,42,316208,5.0,4.0
5C03-1009,Willetta,Lurriman,Technology,0,42,316208,4.0,3.0
5C03-1009,Willetta,Lurriman,Technology,2,42,316208,3.0,3.0
5C03-1009,Willetta,Lurriman,Technology,2,42,316208,4.0,4.5
5C03-1009,Willetta,Lurriman,Technology,2,42,316208,2.0,4.5
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,4.0,3.5
BD1B-53A3,Wendall,Dryden,Sales,2,43,128885,3.0,3.5
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,5.0,3.0
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,5.0,3.0
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,4.0,2.5
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,5.0,5.0
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,4.0,4.5
BD1B-53A3,Wendall,Dryden,Sales,0,43,128885,4.0,4.5
DFA9-990E,Cale,Holston,Sales,0,43,108315,4.0,4.0
DFA9-990E,Cale,Holston,Sales,2,43,108315,2.0,4.5
DFA9-990E,Cale,Holston,Sales,0,43,108315,5.0,3.0
DFA9-990E,Cale,Holston,Sales,0,43,108315,4.0,3.5
DFA9-990E,Cale,Holston,Sales,2,43,108315,3.0,3.0
DFA9-990E,Cale,Holston,Sales,0,43,108315,4.0,4.0
DFA9-990E,Cale,Holston,Sales,0,43,108315,3.0,4.0
DFA9-990E,Cale,Holston,Sales,0,43,108315,5.0,4.5
ED73-F078,Ernaline,Napolione,Technology,0,45,136521,4.0,3.0
ED73-F078,Ernaline,Napolione,Technology,2,45,136521,2.0,4.0
ED73-F078,Ernaline,Napolione,Technology,2,45,136521,2.0,3.0
ED73-F078,Ernaline,Napolione,Technology,2,45,136521,2.0,3.0
ED73-F078,Ernaline,Napolione,Technology,0,45,136521,4.0,5.0
ED73-F078,Ernaline,Napolione,Technology,2,45,136521,2.0,5.0
ED73-F078,Ernaline,Napolione,Technology,0,45,136521,5.0,4.5
ED73-F078,Ernaline,Napolione,Technology,0,45,136521,5.0,4.0
C6EC-FEB5,Charlena,Severwright,Sales,0,38,151141,3.0,3.5
C6EC-FEB5,Charlena,Severwright,Sales,2,38,151141,2.0,3.5
C6EC-FEB5,Charlena,Severwright,Sales,2,38,151141,2.0,3.5
C6EC-FEB5,Charlena,Severwright,Sales,0,38,151141,4.0,3.5
C6EC-FEB5,Charlena,Severwright,Sales,2,38,151141,3.0,2.5
C6EC-FEB5,Charlena,Severwright,Sales,0,38,151141,4.0,5.0
C6EC-FEB5,Charlena,Severwright,Sales,2,38,151141,3.0,4.0
C6EC-FEB5,Charlena,Severwright,Sales,2,38,151141,2.0,4.5
D7EE-56FC,Zsa zsa,Evered,Sales,0,39,107863,5.0,4.5
D7EE-56FC,Zsa zsa,Evered,Sales,0,39,107863,4.0,3.5
D7EE-56FC,Zsa zsa,Evered,Sales,2,39,107863,2.0,2.5
D7EE-56FC,Zsa zsa,Evered,Sales,0,39,107863,5.0,3.5
D7EE-56FC,Zsa zsa,Evered,Sales,2,39,107863,3.0,4.0
D7EE-56FC,Zsa zsa,Evered,Sales,0,39,107863,5.0,5.0
D7EE-56FC,Zsa zsa,Evered,Sales,2,39,107863,3.0,2.5
D7EE-56FC,Zsa zsa,Evered,Sales,0,39,107863,4.0,2.5
D7EE-56FC,Zsa zsa,Evered,Sales,2,39,107863,3.0,4.0
D7EE-56FC,Zsa zsa,Evered,Sales,2,39,107863,3.0,5.0
C395-8C36,Curcio,Franek,Human Resources,2,33,53616,2.0,3.0
C395-8C36,Curcio,Franek,Human Resources,0,33,53616,5.0,4.5
C395-8C36,Curcio,Franek,Human Resources,0,33,53616,5.0,3.5
C395-8C36,Curcio,Franek,Human Resources,0,33,53616,3.0,4.0
C395-8C36,Curcio,Franek,Human Resources,0,33,53616,4.0,4.5
C395-8C36,Curcio,Franek,Human Resources,2,33,53616,1.0,4.5
C395-8C36,Curcio,Franek,Human Resources,2,33,53616,2.0,5.0
C395-8C36,Curcio,Franek,Human Resources,2,33,53616,3.0,5.0
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,5.0,3.5
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,4.0,5.0
E348-E12B,Burnaby,Guillet,Technology,2,36,61298,2.0,5.0
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,5.0,5.0
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,4.0,3.5
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,4.0,5.0
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,3.0,2.5
E348-E12B,Burnaby,Guillet,Technology,0,36,61298,5.0,4.5
B3AF-7E58,Elvira,Ianelli,Human Resources,0,45,54132,5.0,4.0
B3AF-7E58,Elvira,Ianelli,Human Resources,0,45,54132,5.0,2.5
B3AF-7E58,Elvira,Ianelli,Human Resources,2,45,54132,3.0,4.5
B3AF-7E58,Elvira,Ianelli,Human Resources,0,45,54132,5.0,3.5
B3AF-7E58,Elvira,Ianelli,Human Resources,2,45,54132,2.0,3.0
B3AF-7E58,Elvira,Ianelli,Human Resources,2,45,54132,2.0,5.0
B3AF-7E58,Elvira,Ianelli,Human Resources,2,45,54132,2.0,2.5
B3AF-7E58,Elvira,Ianelli,Human Resources,2,45,54132,3.0,3.0
469A-8121,Baxie,Rising,Technology,2,30,328415,2.0,2.5
469A-8121,Baxie,Rising,Technology,2,30,328415,2.0,4.0
469A-8121,Baxie,Rising,Technology,0,30,328415,5.0,4.5
469A-8121,Baxie,Rising,Technology,2,30,328415,3.0,4.5
469A-8121,Baxie,Rising,Technology,0,30,328415,4.0,3.5
469A-8121,Baxie,Rising,Technology,0,30,328415,4.0,4.5
469A-8121,Baxie,Rising,Technology,0,30,328415,5.0,5.0
469A-8121,Baxie,Rising,Technology,2,30,328415,2.0,5.0
9E22-6287,Gifford,Poynser,Technology,2,48,145337,4.0,3.0
9E22-6287,Gifford,Poynser,Technology,0,48,145337,5.0,4.0
9E22-6287,Gifford,Poynser,Technology,2,48,145337,3.0,5.0
9E22-6287,Gifford,Poynser,Technology,2,48,145337,3.0,2.5
9E22-6287,Gifford,Poynser,Technology,2,48,145337,2.0,4.0
9E22-6287,Gifford,Poynser,Technology,2,48,145337,4.0,4.0
9E22-6287,Gifford,Poynser,Technology,2,48,145337,2.0,3.0
9E22-6287,Gifford,Poynser,Technology,0,48,145337,5.0,3.0
D5DA-363A,Rickey,Shere,Sales,0,33,71201,4.0,5.0
D5DA-363A,Rickey,Shere,Sales,2,33,71201,3.0,2.5
D5DA-363A,Rickey,Shere,Sales,2,33,71201,2.0,3.0
D5DA-363A,Rickey,Shere,Sales,0,33,71201,4.0,4.5
D5DA-363A,Rickey,Shere,Sales,0,33,71201,4.0,3.0
D5DA-363A,Rickey,Shere,Sales,0,33,71201,3.0,3.0
D5DA-363A,Rickey,Shere,Sales,0,33,71201,4.0,4.5
D5DA-363A,Rickey,Shere,Sales,0,33,71201,5.0,2.5
BFF3-AADC,Collen,Sedman,Human Resources,0,31,55682,5.0,2.5
BFF3-AADC,Collen,Sedman,Human Resources,0,31,55682,3.0,3.5
BFF3-AADC,Collen,Sedman,Human Resources,0,31,55682,5.0,2.5
BFF3-AADC,Collen,Sedman,Human Resources,0,31,55682,5.0,5.0
BFF3-AADC,Collen,Sedman,Human Resources,2,31,55682,2.0,5.0
BFF3-AADC,Collen,Sedman,Human Resources,2,31,55682,3.0,4.5
BFF3-AADC,Collen,Sedman,Human Resources,0,31,55682,5.0,4.0
BFF3-AADC,Collen,Sedman,Human Resources,2,31,55682,4.0,4.5
C0BE-FED0,Bertram,Doleman,Sales,2,40,63455,2.0,3.5
C0BE-FED0,Bertram,Doleman,Sales,2,40,63455,4.0,2.5
C0BE-FED0,Bertram,Doleman,Sales,0,40,63455,5.0,5.0
C0BE-FED0,Bertram,Doleman,Sales,2,40,63455,2.0,3.5
C0BE-FED0,Bertram,Doleman,Sales,0,40,63455,5.0,3.5
C0BE-FED0,Bertram,Doleman,Sales,2,40,63455,2.0,2.5
C0BE-FED0,Bertram,Doleman,Sales,2,40,63455,2.0,4.5
C0BE-FED0,Bertram,Doleman,Sales,0,40,63455,4.0,3.5
D565-284D,Bessie,Bellson,Sales,2,47,65626,2.0,2.5
D565-284D,Bessie,Bellson,Sales,0,47,65626,4.0,5.0
D565-284D,Bessie,Bellson,Sales,2,47,65626,2.0,3.5
D565-284D,Bessie,Bellson,Sales,2,47,65626,2.0,5.0
D565-284D,Bessie,Bellson,Sales,2,47,65626,3.0,5.0
D565-284D,Bessie,Bellson,Sales,2,47,65626,2.0,4.0
D565-284D,Bessie,Bellson,Sales,0,47,65626,5.0,2.5
D565-284D,Bessie,Bellson,Sales,0,47,65626,4.0,4.5
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,5.0
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,3.5
00D4-DD53,Joyce,Goor,Technology,1,30,68508,5.0,2.5
00D4-DD53,Joyce,Goor,Technology,3,30,68508,2.0,3.0
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,2.5
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,4.0
00D4-DD53,Joyce,Goor,Technology,1,30,68508,5.0,4.5
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,4.0
00D4-DD53,Joyce,Goor,Technology,3,30,68508,3.0,2.5
00D4-DD53,Joyce,Goor,Technology,1,30,68508,4.0,4.0
7FFD-C810,Claresta,Impy,Technology,0,32,75821,3.0,4.5
7FFD-C810,Claresta,Impy,Technology,0,32,75821,4.0,4.5
7FFD-C810,Claresta,Impy,Technology,2,32,75821,3.0,3.5
7FFD-C810,Claresta,Impy,Technology,2,32,75821,2.0,4.0
7FFD-C810,Claresta,Impy,Technology,0,32,75821,4.0,4.5
7FFD-C810,Claresta,Impy,Technology,2,32,75821,1.0,4.5
7FFD-C810,Claresta,Impy,Technology,2,32,75821,3.0,4.0
7FFD-C810,Claresta,Impy,Technology,0,32,75821,5.0,5.0
07B2-D67A,Rossie,Everleigh,Sales,0,44,285620,4.0,4.5
07B2-D67A,Rossie,Everleigh,Sales,0,44,285620,5.0,4.0
07B2-D67A,Rossie,Everleigh,Sales,2,44,285620,4.0,2.5
07B2-D67A,Rossie,Everleigh,Sales,0,44,285620,4.0,5.0
07B2-D67A,Rossie,Everleigh,Sales,2,44,285620,3.0,3.0
07B2-D67A,Rossie,Everleigh,Sales,2,44,285620,3.0,5.0
07B2-D67A,Rossie,Everleigh,Sales,0,44,285620,4.0,4.5
07B2-D67A,Rossie,Everleigh,Sales,0,44,285620,3.0,2.5
1749-81A2,Elora,Bentjens,Technology,0,48,65860,4.0,4.0
1749-81A2,Elora,Bentjens,Technology,0,48,65860,4.0,5.0
1749-81A2,Elora,Bentjens,Technology,2,48,65860,2.0,4.5
1749-81A2,Elora,Bentjens,Technology,0,48,65860,5.0,3.5
1749-81A2,Elora,Bentjens,Technology,2,48,65860,3.0,4.0
1749-81A2,Elora,Bentjens,Technology,2,48,65860,3.0,3.5
1749-81A2,Elora,Bentjens,Technology,2,48,65860,3.0,2.5
1749-81A2,Elora,Bentjens,Technology,2,48,65860,2.0,4.5
FF14-A43E,Koenraad,Nannizzi,Technology,2,47,40786,2.0,3.5
FF14-A43E,Koenraad,Nannizzi,Technology,2,47,40786,3.0,3.0
FF14-A43E,Koenraad,Nannizzi,Technology,0,47,40786,5.0,4.0
FF14-A43E,Koenraad,Nannizzi,Technology,0,47,40786,5.0,4.0
FF14-A43E,Koenraad,Nannizzi,Technology,2,47,40786,3.0,3.0
FF14-A43E,Koenraad,Nannizzi,Technology,0,47,40786,4.0,3.0
FF14-A43E,Koenraad,Nannizzi,Technology,2,47,40786,4.0,3.5
FF14-A43E,Koenraad,Nannizzi,Technology,0,47,40786,5.0,4.0
3CD6-5587,Dorise,Klishin,Technology,1,31,59697,4.0,3.5
3CD6-5587,Dorise,Klishin,Technology,3,31,59697,3.0,4.5
3CD6-5587,Dorise,Klishin,Technology,3,31,59697,4.0,3.5
3CD6-5587,Dorise,Klishin,Technology,1,31,59697,4.0,2.5
3CD6-5587,Dorise,Klishin,Technology,1,31,59697,4.0,4.0
3CD6-5587,Dorise,Klishin,Technology,2,31,59697,2.0,5.0
3CD6-5587,Dorise,Klishin,Technology,1,31,59697,4.0,4.0
3CD6-5587,Dorise,Klishin,Technology,1,31,59697,5.0,5.0
3CD6-5587,Dorise,Klishin,Technology,3,31,59697,4.0,2.5
3CD6-5587,Dorise,Klishin,Technology,2,31,59697,2.0,3.5
4FC2-A40D,Gayle,Riseley,Technology,2,32,316725,2.0,2.5
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,4.0,2.5
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,3.0,4.0
4FC2-A40D,Gayle,Riseley,Technology,2,32,316725,3.0,4.0
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,4.0,5.0
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,3.0,5.0
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,4.0,2.5
4FC2-A40D,Gayle,Riseley,Technology,0,32,316725,5.0,3.5
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,4.0,4.5
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,5.0,3.0
9AAB-DCD0,Staci,Leith,Technology,2,28,105984,3.0,4.0
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,4.0,3.0
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,4.0,4.5
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,3.0,5.0
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,4.0,3.5
9AAB-DCD0,Staci,Leith,Technology,0,28,105984,5.0,4.5
427A-8C69,Pasquale,Abreheart,Technology,2,32,393294,2.0,4.5
427A-8C69,Pasquale,Abreheart,Technology,0,32,393294,5.0,2.5
427A-8C69,Pasquale,Abreheart,Technology,0,32,393294,5.0,3.5
427A-8C69,Pasquale,Abreheart,Technology,2,32,393294,3.0,4.0
427A-8C69,Pasquale,Abreheart,Technology,0,32,393294,4.0,4.0
427A-8C69,Pasquale,Abreheart,Technology,0,32,393294,5.0,4.5
427A-8C69,Pasquale,Abreheart,Technology,2,32,393294,3.0,2.5
427A-8C69,Pasquale,Abreheart,Technology,0,32,393294,4.0,5.0
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,5.0,3.5
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,4.0,4.5
A923-9EF6,Alaine,Hinrichsen,Technology,2,41,107008,2.0,4.5
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,5.0,3.0
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,5.0,3.5
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,5.0,5.0
A923-9EF6,Alaine,Hinrichsen,Technology,2,41,107008,2.0,4.0
A923-9EF6,Alaine,Hinrichsen,Technology,0,41,107008,5.0,3.0
5C61-8F3A,Dyana,Gallie,Technology,0,34,127432,4.0,2.5
5C61-8F3A,Dyana,Gallie,Technology,0,34,127432,5.0,4.5
5C61-8F3A,Dyana,Gallie,Technology,0,34,127432,5.0,3.5
5C61-8F3A,Dyana,Gallie,Technology,2,34,127432,3.0,2.5
5C61-8F3A,Dyana,Gallie,Technology,0,34,127432,5.0,2.5
5C61-8F3A,Dyana,Gallie,Technology,2,34,127432,2.0,5.0
5C61-8F3A,Dyana,Gallie,Technology,2,34,127432,3.0,2.5
5C61-8F3A,Dyana,Gallie,Technology,2,34,127432,2.0,4.0
CF2F-8CA3,Lindy,Rawstorne,Sales,2,45,76693,2.0,2.5
CF2F-8CA3,Lindy,Rawstorne,Sales,2,45,76693,2.0,3.5
CF2F-8CA3,Lindy,Rawstorne,Sales,0,45,76693,4.0,2.5
CF2F-8CA3,Lindy,Rawstorne,Sales,0,45,76693,4.0,3.0
CF2F-8CA3,Lindy,Rawstorne,Sales,0,45,76693,4.0,3.5
CF2F-8CA3,Lindy,Rawstorne,Sales,2,45,76693,4.0,2.5
CF2F-8CA3,Lindy,Rawstorne,Sales,0,45,76693,5.0,4.5
CF2F-8CA3,Lindy,Rawstorne,Sales,2,45,76693,2.0,5.0
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,2.0,5.0
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,2.0,4.5
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,2.0,3.5
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,2.0,4.5
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,3.0,5.0
40A9-8EB0,Joannes,McFadden,Technology,2,39,90017,2.0,3.0
40A9-8EB0,Joannes,McFadden,Technology,0,39,90017,3.0,2.5
40A9-8EB0,Joannes,McFadden,Technology,0,39,90017,4.0,3.0
2E72-4BF1,Grace,Gohier,Sales,0,44,426142,4.0,4.0
2E72-4BF1,Grace,Gohier,Sales,0,44,426142,3.0,3.5
2E72-4BF1,Grace,Gohier,Sales,2,44,426142,4.0,4.5
2E72-4BF1,Grace,Gohier,Sales,0,44,426142,5.0,2.5
2E72-4BF1,Grace,Gohier,Sales,2,44,426142,2.0,3.0
2E72-4BF1,Grace,Gohier,Sales,2,44,426142,3.0,3.5
2E72-4BF1,Grace,Gohier,Sales,0,44,426142,4.0,2.5
2E72-4BF1,Grace,Gohier,Sales,2,44,426142,2.0,2.5
EE39-C8F2,Jaclin,Chadburn,Technology,0,47,46514,5.0,4.5
