EmployeeID,FirstName,LastName,Gender,Age,BusinessTravel,Department,DistanceFromHome (KM),State,Ethnicity,Education,EducationField,JobRole,MaritalStatus,Salary,StockOptionLevel,OverTime,HireDate,Attrition,YearsAtCompany,YearsInMostRecentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationLevelID,EducationLevel,PerformanceID,ReviewDate,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,TrainingOpportunitiesWithinYear,TrainingOpportunitiesTaken,WorkLifeBalance,SelfRating,ManagerRating,AgeGroup,SalaryRange,PerformanceScore,OverallSatisfaction,TrainingUtilization,TenureCategory,PerformanceCategory,AttritionRisk
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR1562,2017-03-27,4.0,5.0,5.0,1.0,1.0,5.0,4.0,3.0,30-40,Average,3.5,4.666666666666667,1.0,Mid Career,Exceeds Expectations,0.09999999999999991
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR2211,2018-03-27,4.0,3.0,4.0,3.0,1.0,2.0,4.0,4.0,30-40,Average,4.0,3.6666666666666665,0.3333333333333333,Mid Career,Exceeds Expectations,1.6
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR267,2014-03-28,3.0,5.0,5.0,1.0,2.0,2.0,5.0,5.0,30-40,Average,5.0,4.333333333333333,2.0,Mid Career,Outstanding,0.8000000000000002
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR2954,2019-03-27,4.0,4.0,3.0,3.0,2.0,5.0,3.0,2.0,30-40,Average,2.5,3.6666666666666665,0.6666666666666666,Mid Career,Meets Expectations,0.7
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR3818,2020-03-26,4.0,5.0,2.0,3.0,2.0,2.0,5.0,4.0,30-40,Average,4.5,3.6666666666666665,0.6666666666666666,Mid Career,Outstanding,1.0
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR4807,2021-03-26,1.0,1.0,2.0,1.0,1.0,2.0,3.0,3.0,30-40,Average,3.0,1.3333333333333333,1.0,Mid Career,Meets Expectations,2.9000000000000004
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR582,2015-03-28,5.0,4.0,3.0,1.0,1.0,2.0,5.0,5.0,30-40,Average,5.0,4.0,1.0,Mid Career,Outstanding,1.2000000000000002
47A0-559B,Ermentrude,Berrie,Non-Binary,39,Some Travel,Technology,12,IL,White,3,Computer Science,Engineering Manager,Married,293132,0,No,2012-01-05,No,10,10,10,0,3,Bachelors ,PR5879,2022-03-26,1.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,30-40,Average,3.0,2.6666666666666665,1.0,Mid Career,Meets Expectations,1.4
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR1107,2016-05-13,4.0,3.0,2.0,1.0,0.0,5.0,3.0,2.0,Under 30,Low,2.5,3.0,0.0,Mid Career,Meets Expectations,1.2
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR137,2013-05-14,5.0,2.0,4.0,2.0,1.0,5.0,4.0,3.0,Under 30,Low,3.5,3.6666666666666665,0.5,Mid Career,Exceeds Expectations,1.2999999999999998
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR1662,2017-05-13,4.0,3.0,5.0,1.0,2.0,4.0,4.0,3.0,Under 30,Low,3.5,4.0,2.0,Mid Career,Exceeds Expectations,1.1
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR2321,2018-05-13,4.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,Under 30,Low,3.5,3.0,1.0,Mid Career,Exceeds Expectations,1.6
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR3078,2019-05-13,4.0,5.0,4.0,3.0,0.0,4.0,4.0,3.0,Under 30,Low,3.5,4.333333333333333,0.0,Mid Career,Exceeds Expectations,0.40000000000000013
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR332,2014-05-14,4.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,Under 30,Low,5.0,4.333333333333333,1.5,Mid Career,Outstanding,0.2000000000000001
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR3962,2020-05-12,3.0,4.0,5.0,3.0,2.0,5.0,4.0,4.0,Under 30,Low,4.0,4.0,0.6666666666666666,Mid Career,Exceeds Expectations,0.6
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR4958,2021-05-12,3.0,4.0,3.0,1.0,2.0,5.0,3.0,2.0,Under 30,Low,2.5,3.3333333333333335,2.0,Mid Career,Meets Expectations,0.7999999999999999
42CC-040A,Stace,Savege,Female,29,Some Travel,Human Resources,29,CA,White,2,Technical Degree,Recruiter,Single,49606,0,No,2012-01-05,Yes,6,1,1,6,2,High School ,PR661,2015-05-14,5.0,2.0,5.0,2.0,1.0,3.0,3.0,2.0,Under 30,Low,2.5,4.0,0.5,Mid Career,Meets Expectations,1.5999999999999999
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR1325,2016-11-22,4.0,4.0,2.0,3.0,1.0,5.0,4.0,4.0,30-40,Below Average,4.0,3.3333333333333335,0.3333333333333333,Mid Career,Exceeds Expectations,0.7999999999999999
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR1949,2017-11-22,5.0,5.0,2.0,1.0,2.0,4.0,5.0,4.0,30-40,Below Average,4.5,4.0,2.0,Mid Career,Outstanding,0.5
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR2661,2018-11-22,3.0,4.0,2.0,2.0,0.0,3.0,5.0,5.0,30-40,Below Average,5.0,3.0,0.0,Mid Career,Outstanding,1.2999999999999998
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR3486,2019-11-22,4.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,30-40,Below Average,3.0,4.0,0.5,Mid Career,Meets Expectations,1.2000000000000002
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR420,2014-11-23,5.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,30-40,Below Average,4.0,4.0,1.0,Mid Career,Exceeds Expectations,0.9000000000000001
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR4435,2020-11-21,4.0,5.0,4.0,1.0,3.0,5.0,5.0,4.0,30-40,Below Average,4.5,4.333333333333333,3.0,Mid Career,Outstanding,0.2000000000000001
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR5480,2021-11-21,4.0,2.0,3.0,3.0,0.0,3.0,3.0,2.0,30-40,Below Average,2.5,3.0,0.0,Mid Career,Meets Expectations,1.9
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR6598,2022-11-21,4.0,2.0,4.0,3.0,0.0,2.0,5.0,5.0,30-40,Below Average,5.0,3.3333333333333335,0.0,Mid Career,Outstanding,2.0
C219-6C2E,Clerkclaude,Hinkins,Male,34,Some Travel,Sales,30,NY,Mixed or multiple ethnic groups,2,Marketing,Sales Executive,Divorced,133468,1,No,2012-01-05,No,10,3,7,9,2,High School ,PR810,2015-11-23,4.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,30-40,Below Average,2.5,3.3333333333333335,3.0,Mid Career,Meets Expectations,1.3
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR1199,2016-07-17,3.0,3.0,3.0,2.0,1.0,3.0,5.0,4.0,40-50,Average,4.5,3.0,0.5,Mid Career,Outstanding,1.6
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR1777,2017-07-17,4.0,5.0,5.0,3.0,2.0,4.0,4.0,4.0,40-50,Average,4.0,4.666666666666667,0.6666666666666666,Mid Career,Exceeds Expectations,0.29999999999999993
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR2450,2018-07-17,4.0,5.0,4.0,3.0,2.0,2.0,4.0,3.0,40-50,Average,3.5,4.333333333333333,0.6666666666666666,Mid Career,Exceeds Expectations,0.8000000000000002
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR3232,2019-07-17,5.0,3.0,5.0,3.0,0.0,2.0,4.0,4.0,40-50,Average,4.0,4.333333333333333,0.0,Mid Career,Exceeds Expectations,1.4000000000000004
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR368,2014-07-18,3.0,5.0,5.0,1.0,1.0,3.0,5.0,5.0,40-50,Average,5.0,4.333333333333333,1.0,Mid Career,Outstanding,0.6000000000000001
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR4140,2020-07-16,4.0,3.0,5.0,3.0,0.0,4.0,5.0,5.0,40-50,Average,5.0,4.0,0.0,Mid Career,Outstanding,1.1
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR5152,2021-07-16,4.0,5.0,4.0,2.0,0.0,4.0,5.0,4.0,40-50,Average,4.5,4.333333333333333,0.0,Mid Career,Outstanding,0.40000000000000013
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR6255,2022-07-16,3.0,5.0,3.0,3.0,3.0,2.0,5.0,4.0,40-50,Average,4.5,3.6666666666666665,1.0,Mid Career,Outstanding,1.0
D906-B674,Uta,Melmar,Female,42,No Travel ,Technology,45,NY,Black or African American,3,Information Systems,Engineering Manager,Married,259284,1,No,2012-01-09,No,10,2,6,6,3,Bachelors ,PR730,2015-07-18,3.0,5.0,2.0,3.0,2.0,3.0,4.0,4.0,40-50,Average,4.0,3.3333333333333335,0.6666666666666666,Mid Career,Exceeds Expectations,0.8999999999999999
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR1483,2017-02-18,5.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,30-40,Low,4.5,3.0,1.5,Mid Career,Outstanding,1.5
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR2121,2018-02-18,5.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,30-40,Low,2.5,4.333333333333333,0.3333333333333333,Mid Career,Meets Expectations,0.8000000000000002
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR215,2014-02-19,5.0,2.0,4.0,1.0,3.0,3.0,3.0,2.0,30-40,Low,2.5,3.6666666666666665,3.0,Mid Career,Meets Expectations,1.6999999999999997
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR2854,2019-02-18,3.0,5.0,5.0,3.0,2.0,5.0,3.0,3.0,30-40,Low,3.0,4.333333333333333,0.6666666666666666,Mid Career,Meets Expectations,0.2000000000000001
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR3709,2020-02-18,4.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,30-40,Low,2.5,2.6666666666666665,1.0,Mid Career,Meets Expectations,2.0
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR4683,2021-02-17,3.0,3.0,3.0,1.0,2.0,3.0,5.0,4.0,30-40,Low,4.5,3.0,2.0,Mid Career,Outstanding,1.6
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR516,2015-02-19,5.0,2.0,5.0,2.0,3.0,4.0,5.0,5.0,30-40,Low,5.0,4.0,1.5,Mid Career,Outstanding,1.4
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR54,2013-02-19,4.0,5.0,3.0,2.0,0.0,5.0,4.0,4.0,30-40,Low,4.0,4.0,0.0,Mid Career,Exceeds Expectations,0.3
3C7D-86ED,Joyan,Brason,Female,40,Some Travel,Sales,3,CA,Native Hawaiian ,2,Other,Sales Executive,Divorced,104426,1,No,2012-01-11,No,10,3,4,6,2,High School ,PR940,2016-02-19,5.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,30-40,Low,4.0,3.0,0.6666666666666666,Mid Career,Exceeds Expectations,1.6999999999999997
